"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSPFOG00000024319",159.183808584557,0.777393305505781,0.22896408064596,3.39526314919169,0.000685626674579373,0.0283240199146646
"ENSPFOG00000001304",712.555016170083,0.632642868241011,0.169201675413464,3.7389870206372,0.000184763265135979,0.0129689340785897
"ENSPFOG00000004106",780.411498454334,-0.912503086992334,0.208445776648206,-4.37765207655113,1.19964652101538e-05,0.00250961105200455
"ENSPFOG00000000130",4357.90965137787,0.343423378287037,0.0960318314437546,3.5761410890948,0.000348703504552857,0.0192803583498272
"ENSPFOG00000000166",1723.37313830223,-0.591647601669669,0.138354913956413,-4.27630349187353,1.90022134585075e-05,0.00339189906455494
"ENSPFOG00000000507",3580.2924366294,0.374480027827531,0.0819941154537024,4.56715735946904,4.94382877073675e-06,0.00145391555675058
"ENSPFOG00000007053",163.771751089273,-0.598670380554939,0.171405914652922,-3.49270549833232,0.000478153529028919,0.0226698397454552
"ENSPFOG00000003309",1023.17611933509,-1.34276338054358,0.311172935432065,-4.31516763718267,1.59481832328475e-05,0.00299648642741613
"ENSPFOG00000013875",2258.99903212435,0.27248989397653,0.0835840004914319,3.26007241068178,0.00111383773292221,0.037245898364476
"ENSPFOG00000021701",49.6804468714409,-3.91381542579456,0.915783910515176,-4.27373246117944,1.92227672197821e-05,0.00339189906455494
"ENSPFOG00000002860",1155.60520978968,-0.658193556730544,0.163652120836451,-4.02190667231451,5.77289325093446e-05,0.00626436095443648
"ENSPFOG00000005729",689.011880863491,-3.04045311393844,0.884027683772795,-3.43931889209916,0.000583179839824289,0.0259078741922885
"ENSPFOG00000002955",575.400717731023,-0.984118866875004,0.242160759897544,-4.06390724612598,4.82580091629727e-05,0.00558305390081902
"ENSPFOG00000001179",271.41919747364,-0.883381344884269,0.207644395445611,-4.2542990047408,2.09704928980398e-05,0.00351680365195888
"ENSPFOG00000002098",125.272633492386,0.658933549041129,0.19408194158634,3.39513065283301,0.000685958576033223,0.0283240199146646
"ENSPFOG00000003218",3863.19721198605,0.197926212644291,0.0469157287880516,4.21876026989691,2.45649290936951e-05,0.00377629955431259
"ENSPFOG00000004340",1761.41673541147,-0.484188214413507,0.146663290949071,-3.30135926502319,0.000962175917749657,0.0342534626718878
"ENSPFOG00000001348",402.234901040373,-2.35263139331556,0.716907931064404,-3.28163672261593,0.00103206476236455,0.0357290503120496
"ENSPFOG00000017169",631.310766946298,0.297829081189079,0.0905666313902617,3.28850788217684,0.00100719964155869,0.035322559167234
"ENSPFOG00000003845",13248.7661112852,0.278248985092996,0.0618583773457495,4.49816172088963,6.85435510273084e-06,0.00171714288573598
"ENSPFOG00000018623",21.0329836702951,-2.08926583544989,0.653862423718537,-3.19526823940756,0.00139700933705782,0.0421846926600853
"ENSPFOG00000015029",6006.23683584724,0.407167173743629,0.0967521913733929,4.20835092170947,2.57241155781888e-05,0.0038381893625927
"ENSPFOG00000015096",8819.68576938088,0.548459019643942,0.11978230771781,4.57879823901903,4.67655014486249e-06,0.00141636650059029
"ENSPFOG00000004518",291.51206152777,-1.07126505329566,0.328794702667614,-3.25815788576929,0.00112137997220864,0.0373646016355628
"ENSPFOG00000017065",3101.04126584139,0.207644116143885,0.0622996806364547,3.33298845230969,0.000859185083602151,0.0319900618650548
"ENSPFOG00000000637",2038.25432428337,-0.680267211182039,0.172215883856243,-3.95008402215612,7.81237634367269e-05,0.00751321046283442
"ENSPFOG00000004454",1301.99248319775,-2.13585192039626,0.6285643799704,-3.39798434091482,0.000678843056073364,0.0282276297004932
"ENSPFOG00000008170",2450.04652757369,0.4421253411523,0.1374102796094,3.21755652058258,0.00129287550933811,0.0405742908999439
"ENSPFOG00000008987",54.3320292623896,-2.227726976839,0.605136824134524,-3.68136078981003,0.00023199244648264,0.0148446343249002
"ENSPFOG00000008994",85.6801974114464,-2.56069123779282,0.745052652449387,-3.43692654388177,0.000588355143382959,0.0259541360207109
"ENSPFOG00000002742",1157.77964834084,-0.891654590485132,0.280244105429228,-3.18170685202978,0.00146409929291261,0.0431197428908312
"ENSPFOG00000018736",3962.51788869303,0.265522509038357,0.0816671944237808,3.25127501822248,0.00114888664523005,0.0378948663690933
"ENSPFOG00000019165",1749.91062075079,0.213381495185497,0.0627832828845233,3.39869922982472,0.000677071297519291,0.02821176749335
"ENSPFOG00000000374",80.5822707241823,-2.30582033941485,0.720124433336619,-3.20197487083041,0.00136488904114844,0.041774251015059
"ENSPFOG00000023347",381.469642988967,-2.4998674132396,0.743700815315222,-3.36138856077496,0.000775516436770026,0.0303798832720799
"ENSPFOG00000000379",53.0785828746515,-3.05156215988321,0.883713302727627,-3.45311330095904,0.000554156195441203,0.0251003069595823
"ENSPFOG00000003470",268.766285716374,-2.3795531723666,0.504352407266392,-4.71803671021193,2.38131531299698e-06,0.000894845376506199
"ENSPFOG00000004819",999.150847008075,-0.61560844380005,0.175826824281047,-3.50122028488692,0.000463132857398612,0.0221664645125133
"ENSPFOG00000019633",861.760316519797,-0.993360106702286,0.264308080621334,-3.75834179706916,0.000171043130250389,0.0125819554652564
"ENSPFOG00000008340",2019.98535809232,-0.811936367064131,0.176182543102653,-4.60849498914915,4.05594147687658e-06,0.00128945931615809
"ENSPFOG00000002510",8446.24372891148,0.189826368997886,0.0478879146547575,3.96397233762251,7.3712797970228e-05,0.00726106842918382
"ENSPFOG00000008100",2776.10152751125,0.198977390550798,0.0519021892421838,3.83369937677077,0.000126230397882858,0.0103955603418081
"ENSPFOG00000008694",250.879768289708,-1.2562693740354,0.297521532766096,-4.22244858163945,2.41662540305176e-05,0.00374337119684933
"ENSPFOG00000009753",194.043773662513,-2.23841104424981,0.697966012876296,-3.20704877165206,0.00134104258118084,0.0415353903559156
"ENSPFOG00000017278",12528.3377386531,0.313791052471929,0.0887580062643951,3.53535490124912,0.000407227821963111,0.0209732664042524
"ENSPFOG00000007356",471.136661893125,-1.49043970985877,0.466929691784174,-3.19200028630367,0.00141291192634459,0.042538292002054
"ENSPFOG00000008140",2484.69497957108,-0.815593713973293,0.192367675233312,-4.23976488245285,2.23754023564437e-05,0.00353563045756279
"ENSPFOG00000010320",11640.4099616124,0.129572898175783,0.0377206116658901,3.43506885104288,0.000592403296271884,0.0260760253534687
"ENSPFOG00000011679",2449.58979752009,-0.241570636229982,0.0644381639079568,-3.74887522517,0.000177629426867929,0.0127191041375282
"ENSPFOG00000000282",9406.93320598602,0.231021650086344,0.0724251245981376,3.18979982938524,0.00142371368779611,0.0426106167444819
"ENSPFOG00000001955",995.867396681688,-1.64850072411948,0.345393690531341,-4.77281655488115,1.81667249989584e-06,0.000727259242544169
"ENSPFOG00000019505",1187.68656952027,-1.1064515043192,0.296495330095575,-3.73176705333784,0.000190141292680639,0.0131678228660178
"ENSPFOG00000013879",1764.03230657291,-0.365979407203121,0.11636331056957,-3.14514433640415,0.0016600490644961,0.0468507866714253
"ENSPFOG00000014699",650.563915446226,-0.474389015999549,0.106091627391914,-4.47150286654669,7.76718185941206e-06,0.0018623596689388
"ENSPFOG00000020730",194.236527038207,-2.35104996748311,0.537450866811623,-4.37444632182006,1.21741073770186e-05,0.00252078558055574
"ENSPFOG00000007549",42.7890817471578,-4.42170362283253,1.34826597507033,-3.27954847529388,0.00103973346085189,0.0357290503120496
"ENSPFOG00000006094",16746.5397321074,0.529373993568689,0.157862728784207,3.35338174910385,0.000798305174707901,0.0306829396608959
"ENSPFOG00000000230",1301.67228173104,-0.743601119170041,0.110851006311146,-6.70811338494154,1.97156717948995e-11,1.00017603015525e-07
"ENSPFOG00000003231",1580.32685770465,-1.00386968103816,0.274068975662425,-3.66283589235814,0.00024943835147027,0.0156705976100146
"ENSPFOG00000008705",1672.68028208825,0.404429929398073,0.106222314281736,3.80739143307867,0.000140440360573998,0.0111234025427797
"ENSPFOG00000009671",1686.80139418964,-0.448335643235385,0.143283434634054,-3.12901239686524,0.00175394908284531,0.0483742874695015
"ENSPFOG00000007387",2485.17150847044,-0.905033333752612,0.289309984901065,-3.12824783445378,0.00175851833395313,0.0483879521603003
"ENSPFOG00000001565",11925.161190162,-1.09081784135256,0.319045969253745,-3.41899897342067,0.000628519635771203,0.0268911000469356
"ENSPFOG00000022380",3910.49999791151,-0.522542284780657,0.150265762177683,-3.47745406011233,0.000506199787106042,0.0234516120546936
